latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,field_15
-2.83982,102.76633,325.63,1.01,1.01,2023/11/13,705,Aqua,MODIS,80,6.1NRT,296.38,17.75,D,
-2.84112,102.75737,326.55,1.01,1.01,2023/11/13,705,Aqua,MODIS,81,6.1NRT,295.63,19.27,D,
-2.40218,102.93957,315.72,1.25,1.11,2023/02/14,641,Aqua,MODIS,34,6.1NRT,293.54,9.79,D,
-2.39706,102.88499,314.21,1.02,1.01,2023/04/11,652,Aqua,MODIS,63,6.1NRT,297.13,5.86,D,
-2.73188,102.85532,312.82,1.03,1.01,2023/05/02,654,Aqua,MODIS,63,6.1NRT,292.27,6.79,D,
-2.54897,102.8126,317.84,1.15,1.07,2023/05/14,707,Aqua,MODIS,69,6.1NRT,298.88,9.61,D,
-2.66632,102.91738,318.83,1.04,1.02,2023/05/16,654,Aqua,MODIS,72,6.1NRT,297.85,10.46,D,
-2.68372,102.91061,314.88,1.05,1.02,2023/05/23,654,Aqua,MODIS,56,6.1NRT,296.19,7.39,D,
-2.67474,102.91232,315.48,1.05,1.02,2023/05/23,654,Aqua,MODIS,71,6.1NRT,296.8,7.92,D,
-2.62441,102.74238,320.63,1.06,1.03,2023/05/23,654,Aqua,MODIS,77,6.1NRT,295.89,13.54,D,
-2.49442,102.87511,303.83,1.11,1.05,2023/06/13,652,Aqua,MODIS,34,6.1NRT,275.56,4.03,D,
-2.49581,102.8653,307.12,1.11,1.05,2023/06/13,652,Aqua,MODIS,59,6.1NRT,276.72,6.44,D,
-2.48975,102.86892,328.95,1.11,1.05,2023/06/13,652,Aqua,MODIS,85,6.1NRT,277.47,30.09,D,
-2.51288,102.81598,316.26,1,1,2023/07/16,701,Aqua,MODIS,68,6.1NRT,298.1,8.29,D,
-2.51416,102.80711,316.04,1,1,2023/07/16,701,Aqua,MODIS,68,6.1NRT,297.82,7.81,D,
-2.63689,102.82901,318.72,1,1,2023/07/23,659,Aqua,MODIS,72,6.1NRT,296.43,9.6,D,
-2.71157,102.88531,314.81,1.03,1.02,2023/08/06,657,Aqua,MODIS,61,6.1NRT,297.97,8.3,D,
-2.66209,102.77797,320.15,1.04,1.02,2023/08/06,657,Aqua,MODIS,74,6.1NRT,298.12,11.56,D,
-2.65302,102.77666,321.16,1.04,1.02,2023/08/06,657,Aqua,MODIS,75,6.1NRT,298.52,12.43,D,
-2.61404,102.76363,315.14,1.01,1.01,2023/08/18,315,Terra,MODIS,71,6.1NRT,295.47,7.3,D,
-2.72397,102.27016,310.04,2.2,1.44,2023/08/22,640,Aqua,MODIS,52,6.1NRT,294.42,18.42,D,
-2.7095,102.28219,311.76,2.19,1.44,2023/08/22,640,Aqua,MODIS,32,6.1NRT,295.22,18.61,D,
-2.65119,102.78065,349.9,1.01,1,2023/09/01,705,Aqua,MODIS,95,6.1NRT,303.55,54.46,D,
-2.58672,102.77168,305.74,1.01,1,2023/09/01,1514,Terra,MODIS,65,6.1NRT,293.7,5.43,N,
-2.65982,102.78512,342.51,1.29,1.13,2023/09/03,650,Aqua,MODIS,91,6.1NRT,299.44,59.87,D,
-2.66145,102.77371,343.57,1.29,1.13,2023/09/03,650,Aqua,MODIS,92,6.1NRT,298.94,63.27,D,
-2.58776,102.79267,317.14,1.29,1.13,2023/09/03,650,Aqua,MODIS,66,6.1NRT,299.15,11.44,D,
-2.52444,102.87826,302.01,1.35,1.15,2023/09/03,1459,Terra,MODIS,46,6.1NRT,291.43,5.7,N,
-2.65126,102.77828,315.53,2.64,1.56,2023/09/04,731,Aqua,MODIS,61,6.1NRT,292.42,28.37,D,
-2.709,102.58298,319.25,1,1,2023/09/08,703,Aqua,MODIS,71,6.1NRT,295.62,10.85,D,
-2.71028,102.5741,313.45,1,1,2023/09/08,703,Aqua,MODIS,59,6.1NRT,295.63,5.84,D,
-2.6357,102.9448,323.6,1.01,1,2023/09/15,701,Aqua,MODIS,77,6.1NRT,297.58,14.06,D,
-2.69936,102.50458,327.88,1.03,1.01,2023/09/15,701,Aqua,MODIS,81,6.1NRT,296.57,21.86,D,
-2.70069,102.49542,324.89,1.03,1.01,2023/09/15,701,Aqua,MODIS,78,6.1NRT,297.17,18.04,D,
-2.7412,102.49075,312.58,1.07,1.03,2023/09/22,659,Aqua,MODIS,58,6.1NRT,293.74,6.29,D,
-2.60656,102.82239,319.69,1.43,1.18,2023/09/25,253,Terra,MODIS,72,6.1NRT,298.57,14.8,D,
-2.67346,102.93032,323.45,1.1,1.05,2023/09/27,712,Aqua,MODIS,73,6.1NRT,302.92,12.99,D,
-2.71135,102.86628,324.96,1.09,1.04,2023/09/27,712,Aqua,MODIS,76,6.1NRT,300.63,15.29,D,
-2.72064,102.86764,330.8,1.09,1.04,2023/09/27,712,Aqua,MODIS,82,6.1NRT,301.96,22.35,D,
-2.74634,102.92689,325.18,1.1,1.05,2023/09/27,712,Aqua,MODIS,76,6.1NRT,303.27,11.54,D,
-2.74863,102.93127,319.76,1.1,1.04,2023/09/29,657,Aqua,MODIS,71,6.1NRT,297.89,9.52,D,
-2.62786,102.9962,362.07,1.09,1.04,2023/09/29,657,Aqua,MODIS,100,6.1NRT,303.32,92.99,D,
-2.62099,102.9995,349.87,1.09,1.04,2023/09/29,657,Aqua,MODIS,95,6.1NRT,301.48,58.83,D,
-2.62239,102.98987,343.35,1.09,1.04,2023/09/29,657,Aqua,MODIS,91,6.1NRT,302.51,43.72,D,
-2.63224,102.92218,321.34,1.1,1.04,2023/09/29,657,Aqua,MODIS,54,6.1NRT,298.37,12.96,D,
-2.5568,102.85177,320.63,1.1,1.05,2023/09/29,657,Aqua,MODIS,65,6.1NRT,299.56,11.33,D,
-2.53793,102.80248,320.3,1.11,1.05,2023/09/29,657,Aqua,MODIS,53,6.1NRT,300.97,9.73,D,
-2.43374,102.95228,309.79,1.16,1.07,2023/09/30,1518,Terra,MODIS,78,6.1NRT,287.08,10.66,N,
-2.43518,102.94205,301.74,1.15,1.07,2023/09/30,1518,Terra,MODIS,32,6.1NRT,288.02,4.29,N,
-2.42424,102.9509,304.25,1.16,1.07,2023/09/30,1518,Terra,MODIS,37,6.1NRT,287.61,5.85,N,
-2.74168,102.92022,332.95,1.19,1.09,2023/10/06,654,Aqua,MODIS,78,6.1NRT,304.32,28.11,D,
-2.70234,102.84972,316.49,1.2,1.09,2023/10/06,654,Aqua,MODIS,60,6.1NRT,299.87,7.53,D,
-2.53818,102.98598,320.34,1.18,1.08,2023/10/06,654,Aqua,MODIS,70,6.1NRT,298.05,14.1,D,
-2.62662,102.98039,337.67,2.97,1.64,2023/10/07,735,Aqua,MODIS,88,6.1NRT,300.9,141.47,D,
-2.62093,102.99875,324.08,2.99,1.64,2023/10/07,735,Aqua,MODIS,52,6.1NRT,300.39,52.3,D,
-2.6249,102.97235,327.89,2.97,1.64,2023/10/07,735,Aqua,MODIS,79,6.1NRT,300.63,76.54,D,
-2.73823,102.9439,307.75,1,1,2023/10/07,1509,Terra,MODIS,72,6.1NRT,295.67,5.38,N,
-2.71555,102.97668,306.2,1,1,2023/10/07,1509,Terra,MODIS,67,6.1NRT,295.8,4.3,N,
-2.73163,102.86198,309.86,1,1,2023/10/07,1509,Terra,MODIS,78,6.1NRT,294.91,7.49,N,
-2.66667,102.99041,310.33,1,1,2023/10/07,1509,Terra,MODIS,80,6.1NRT,295.91,7.49,N,
-2.6679,102.98158,307.34,1,1,2023/10/07,1509,Terra,MODIS,71,6.1NRT,295.67,5.48,N,
-2.63119,102.98537,309.07,1,1,2023/10/07,1509,Terra,MODIS,76,6.1NRT,296.04,5.98,N,
-2.63243,102.97654,305.95,1,1,2023/10/07,1509,Terra,MODIS,50,6.1NRT,295.81,3.83,N,
-2.62109,102.99294,309.8,1,1,2023/10/07,1509,Terra,MODIS,78,6.1NRT,295.93,6.4,N,
-2.62233,102.98411,315.63,1,1,2023/10/07,1509,Terra,MODIS,92,6.1NRT,296.46,10.93,N,
-2.59948,102.81297,306.85,1,1,2023/10/07,1509,Terra,MODIS,59,6.1NRT,295.08,5.91,N,
-2.68287,102.62054,317.91,1.39,1.17,2023/10/13,652,Aqua,MODIS,72,6.1NRT,288.92,16.74,D,
-2.68457,102.6084,316.94,1.39,1.17,2023/10/13,652,Aqua,MODIS,71,6.1NRT,288.78,16.15,D,
-2.73101,102.97256,318.71,2.55,1.54,2023/10/14,731,Aqua,MODIS,54,6.1NRT,294.51,30.74,D,
-2.62279,102.97031,335.43,1.33,1.14,2023/10/16,718,Aqua,MODIS,86,6.1NRT,298.21,38.19,D,
-2.56704,102.92597,322.71,1.32,1.14,2023/10/16,718,Aqua,MODIS,68,6.1NRT,298.8,14.28,D,
-2.55688,102.92452,328.27,1.32,1.14,2023/10/16,718,Aqua,MODIS,80,6.1NRT,299.91,22.07,D,
-2.55672,102.92966,327.99,1.32,1.14,2023/10/16,718,Aqua,MODIS,80,6.1NRT,300.81,20.98,D,
-2.55841,102.91793,319.77,1.32,1.14,2023/10/16,718,Aqua,MODIS,47,6.1NRT,299.37,8.08,D,
-2.55505,102.86965,325.39,1.31,1.14,2023/10/16,718,Aqua,MODIS,77,6.1NRT,299.01,18.76,D,
-2.55771,102.98782,325.66,1,1,2023/10/18,703,Aqua,MODIS,80,6.1NRT,286.62,20.26,D,
-2.51918,102.83733,325.75,1,1,2023/12/02,707,Aqua,MODIS,79,6.1NRT,295.04,16.37,D,
-2.7461,102.8481,311.2,2.1,1.4,2023/01/10,629,Aqua,MODIS,63,"6.03",289.2,15.6,D,0
-3.77422,104.76559,346.25,1.03,1.01,2023/07/30,659,Aqua,MODIS,94,6.1NRT,292.93,51.62,D,
-3.20092,104.69176,304.55,1.07,1.03,2023/08/10,1459,Terra,MODIS,60,6.1NRT,294.18,4.25,N,
-3.45056,104.72079,319.66,1.42,1.18,2023/08/11,709,Aqua,MODIS,28,6.1NRT,299.15,14.56,D,
-3.4524,104.70823,328.33,1.42,1.18,2023/08/11,709,Aqua,MODIS,81,6.1NRT,299.94,30,D,
-3.44193,104.70665,323.77,1.42,1.18,2023/08/11,709,Aqua,MODIS,76,6.1NRT,297.53,21.34,D,
-3.43304,104.71069,326.88,1,1,2023/08/13,654,Aqua,MODIS,82,6.1NRT,293.77,17.37,D,
-3.43433,104.70182,337.75,1,1,2023/08/13,654,Aqua,MODIS,89,6.1NRT,293.33,31.99,D,
-3.1958,104.702,314,1.22,1.1,2023/08/18,315,Terra,MODIS,31,6.1NRT,296.36,6.33,D,
-3.18455,104.69258,316.83,1.22,1.1,2023/08/18,315,Terra,MODIS,68,6.1NRT,296.25,9.78,D,
-3.3186,104.69161,319.28,1.06,1.03,2023/09/01,256,Terra,MODIS,63,6.1NRT,302.88,8.99,D,
-3.43262,104.70625,303.48,1,1,2023/09/08,1505,Terra,MODIS,40,6.1NRT,293.26,4.18,N,
-3.42486,104.70248,327.28,1.19,1.09,2023/09/11,313,Terra,MODIS,83,6.1NRT,300.66,22.83,D,
-3.41474,104.69231,319.54,1.07,1.03,2023/09/13,253,Terra,MODIS,58,6.1NRT,298.98,8.26,D,
-3.45057,104.69225,317.62,1.67,1.27,2023/09/13,714,Aqua,MODIS,40,6.1NRT,294.26,14.34,D,
-3.17259,104.69736,309.44,1.13,1.06,2023/09/13,1514,Terra,MODIS,77,6.1NRT,293.99,8.92,N,
-3.54991,104.70905,326.99,1.03,1.02,2023/09/15,701,Aqua,MODIS,77,6.1NRT,303.98,16.42,D,
-3.54824,104.70988,308.18,1.12,1.05,2023/09/15,1457,Terra,MODIS,74,6.1NRT,294.32,7.81,N,
-3.55469,104.70653,305.25,1.12,1.05,2023/09/15,1457,Terra,MODIS,63,6.1NRT,294.14,4.92,N,
-3.59036,104.78448,315,1.19,1.08,2023/09/17,646,Aqua,MODIS,28,6.1NRT,294.44,6.92,D,
-3.58885,104.795,318.14,1.19,1.08,2023/09/17,646,Aqua,MODIS,52,6.1NRT,296.42,9.69,D,
-3.24623,104.7294,324.09,1.01,1,2023/09/22,659,Aqua,MODIS,74,6.1NRT,304.65,11.6,D,
-3.17788,104.69549,346.32,1.01,1,2023/09/22,659,Aqua,MODIS,93,6.1NRT,303.73,43.37,D,
-3.74555,104.72077,330.3,1,1,2023/09/22,659,Aqua,MODIS,63,6.1NRT,307.91,15.77,D,
-3.74684,104.71186,332.66,1,1,2023/09/22,659,Aqua,MODIS,83,6.1NRT,309.29,19.95,D,
-3.73662,104.71947,336.09,1,1,2023/09/22,659,Aqua,MODIS,83,6.1NRT,308.78,25.13,D,
-3.23788,104.72409,303.79,1.5,1.21,2023/09/22,1446,Terra,MODIS,45,6.1NRT,293.16,8.49,N,
-3.6749,104.72223,318.37,1.31,1.14,2023/09/24,644,Aqua,MODIS,43,6.1NRT,296.9,12.52,D,
-3.80377,104.71501,320.33,1.08,1.04,2023/09/25,253,Terra,MODIS,67,6.1NRT,302.4,10.07,D,
-3.79587,104.71297,320.79,1.08,1.04,2023/09/25,253,Terra,MODIS,68,6.1NRT,302.2,10.95,D,
-3.79242,104.70444,302.25,1,1,2023/09/26,1851,Aqua,MODIS,48,6.1NRT,291.5,4.96,N,
-3.79258,104.69227,330.65,1.33,1.14,2023/09/27,712,Aqua,MODIS,80,6.1NRT,297.92,29.84,D,
-3.7908,104.7041,328.68,1.34,1.15,2023/09/27,712,Aqua,MODIS,67,6.1NRT,301.66,26.06,D,
-3.37438,104.69662,347.55,1.35,1.15,2023/09/27,712,Aqua,MODIS,81,6.1NRT,298.64,70.67,D,
-3.38464,104.69817,349.56,1.35,1.15,2023/09/27,712,Aqua,MODIS,89,6.1NRT,304.59,76.38,D,
-3.80468,104.69955,333.39,1.57,1.23,2023/09/28,317,Terra,MODIS,84,6.1NRT,301.11,48.05,D,
-3.66117,104.7226,322.87,1,1,2023/09/29,657,Aqua,MODIS,70,6.1NRT,302.51,10.96,D,
-3.66245,104.71371,323.28,1,1,2023/09/29,657,Aqua,MODIS,49,6.1NRT,302.34,11.6,D,
-3.44284,104.70583,346.65,1,1,2023/09/29,657,Aqua,MODIS,93,6.1NRT,306.08,40.42,D,
-3.44412,104.69694,341.61,1,1,2023/09/29,657,Aqua,MODIS,89,6.1NRT,307.79,30.93,D,
-3.43392,104.70453,326.7,1,1,2023/09/29,657,Aqua,MODIS,61,6.1NRT,307.25,9.56,D,
-3.60043,104.78214,324.82,1.44,1.19,2023/10/01,642,Aqua,MODIS,77,6.1NRT,299.52,23.58,D,
-3.59407,104.78975,302.19,1.23,1.1,2023/10/01,1904,Aqua,MODIS,47,6.1NRT,291.92,4.76,N,
-3.41464,104.75387,316.15,1.46,1.19,2023/10/02,245,Terra,MODIS,61,6.1NRT,295.09,9.56,D,
-3.60864,104.76633,302.68,1,1,2023/10/02,1501,Terra,MODIS,51,6.1NRT,270.09,6.71,N,
-3.60988,104.75747,303.96,1,1,2023/10/02,1501,Terra,MODIS,58,6.1NRT,270.67,7.72,N,
-3.195,104.70132,305.03,1,1,2023/10/02,1501,Terra,MODIS,57,6.1NRT,268.28,7.35,N,
-3.53442,104.70213,308.67,1.03,1.01,2023/10/03,1849,Aqua,MODIS,75,6.1NRT,291.13,7.59,N,
-3.59881,104.78139,320.96,1.23,1.1,2023/10/04,709,Aqua,MODIS,49,6.1NRT,295.11,11.56,D,
-3.52917,104.70706,301.97,1.65,1.26,2023/10/05,1834,Aqua,MODIS,5,6.1NRT,289.4,7.38,N,
-3.56411,104.80927,325.18,1.02,1.01,2023/10/06,654,Aqua,MODIS,60,6.1NRT,303.01,12.47,D,
-3.37652,104.70502,328.47,1.03,1.01,2023/10/06,654,Aqua,MODIS,36,6.1NRT,306.92,13.92,D,
-3.76078,104.70611,307.82,1.07,1.03,2023/10/07,1509,Terra,MODIS,72,6.1NRT,294.89,7.7,N,
-3.53292,104.69335,308.74,1.07,1.03,2023/10/07,1509,Terra,MODIS,33,6.1NRT,297.39,6.75,N,
-3.68254,104.71156,312.05,3.18,1.69,2023/10/08,332,Terra,MODIS,15,6.1NRT,286.6,34.31,D,
-3.70015,104.72081,328.36,1.66,1.27,2023/10/08,640,Aqua,MODIS,77,6.1NRT,296.68,38.55,D,
-3.58712,104.78717,320.21,1.63,1.26,2023/10/08,640,Aqua,MODIS,72,6.1NRT,298.49,19.36,D,
-3.58915,104.7727,327.77,1.64,1.26,2023/10/08,640,Aqua,MODIS,81,6.1NRT,297.81,36.45,D,
-3.23979,104.74072,322.4,1,1,2023/10/12,300,Terra,MODIS,70,6.1NRT,302.35,9.22,D,
-3.79204,104.70321,330.09,1.69,1.28,2023/10/16,716,Aqua,MODIS,78,6.1NRT,306.09,33.73,D,
-3.78067,104.70149,342.14,1.69,1.28,2023/10/16,716,Aqua,MODIS,84,6.1NRT,303.09,72.48,D,
-3.73413,104.7031,328.52,1.69,1.28,2023/10/16,716,Aqua,MODIS,77,6.1NRT,305.2,31.22,D,
-3.60944,104.77129,325.62,1.72,1.29,2023/10/16,716,Aqua,MODIS,70,6.1NRT,302.12,25.78,D,
-3.61176,104.75603,325.72,1.72,1.29,2023/10/16,716,Aqua,MODIS,65,6.1NRT,301.05,26.37,D,
-3.59798,104.76954,323.84,1.72,1.29,2023/10/16,716,Aqua,MODIS,69,6.1NRT,303.24,22.27,D,
-3.78175,104.70766,332.33,1.03,1.02,2023/10/18,701,Aqua,MODIS,60,6.1NRT,305.63,18.69,D,
-3.54472,104.81407,325.4,1.04,1.02,2023/10/18,701,Aqua,MODIS,76,6.1NRT,301.12,12.38,D,
-3.33627,104.70396,322.09,1.48,1.2,2023/10/23,714,Aqua,MODIS,49,6.1NRT,300.74,13.64,D,
-3.59668,104.78386,306.6,1.03,1.01,2023/10/26,1459,Terra,MODIS,69,6.1NRT,291.61,6.28,N,
-3.62567,104.74622,316.84,1.06,1.03,2023/10/29,304,Terra,MODIS,64,6.1NRT,296.57,8.5,D,
-3.62701,104.75558,320.11,1.06,1.03,2023/10/29,304,Terra,MODIS,70,6.1NRT,296.51,11.53,D,
-3.44517,104.69384,324.26,1.03,1.01,2023/11/05,253,Terra,MODIS,58,6.1NRT,301.79,10.93,D,
-3.32769,104.72341,307.52,1.03,1.01,2023/12/11,1503,Terra,MODIS,72,6.1NRT,292.75,5.73,N,
-2.76244,105.57251,315.69,1.2,1.09,2023/03/09,633,Aqua,MODIS,32,6.1NRT,297.81,10.34,D,
-2.91069,105.66969,312.45,1.99,1.38,2023/03/18,622,Aqua,MODIS,33,6.1NRT,290.78,19.54,D,
-2.89357,105.61298,308.54,2.01,1.38,2023/03/18,622,Aqua,MODIS,57,6.1NRT,286.89,14.31,D,
-3.17965,105.09993,319.14,1.19,1.08,2023/05/11,640,Aqua,MODIS,73,6.1NRT,296.16,12.15,D,
-3.17622,105.10468,315.81,1.18,1.08,2023/05/11,640,Aqua,MODIS,67,6.1NRT,296.18,9.5,D,
-2.88904,105.59894,304.26,2.09,1.41,2023/06/03,625,Aqua,MODIS,17,6.1NRT,283.65,11.78,D,
-3.55588,105.23706,336.31,1.41,1.18,2023/06/11,705,Aqua,MODIS,87,6.1NRT,297.81,50.73,D,
-3.26138,105.13128,311.21,2.32,1.47,2023/06/18,236,Terra,MODIS,59,6.1NRT,291.75,18.72,D,
-3.68233,105.63943,314.56,1,1,2023/06/27,648,Aqua,MODIS,63,6.1NRT,292.09,7.41,D,
-4.19107,104.76881,306.73,1.01,1.01,2023/06/28,1512,Terra,MODIS,69,6.1NRT,292.32,5.79,N,
-3.72517,105.13335,328.89,1.02,1.01,2023/07/04,648,Aqua,MODIS,83,6.1NRT,294.25,20.66,D,
-2.76254,105.5938,309.96,4.64,1.97,2023/07/05,729,Aqua,MODIS,56,6.1NRT,290.12,46.31,D,
-4.21694,104.73894,303.41,1.38,1.16,2023/07/12,1454,Terra,MODIS,44,6.1NRT,291.78,6.92,N,
-4.2329,104.73987,308.49,1.07,1.03,2023/07/17,1501,Terra,MODIS,75,6.1NRT,293,7.51,N,
-3.92044,104.73846,311.22,1.74,1.29,2023/07/18,1908,Aqua,MODIS,82,6.1NRT,291.19,21.64,N,
-4.19309,104.8156,303.67,1.96,1.37,2023/07/19,1444,Terra,MODIS,56,6.1NRT,289.86,10.99,N,
-3.63353,105.23212,317.59,1.07,1.03,2023/07/30,659,Aqua,MODIS,70,6.1NRT,297.63,9.57,D,
-3.56329,105.58451,311.73,1.1,1.05,2023/07/30,659,Aqua,MODIS,58,6.1NRT,291.97,7.44,D,
-3.51509,104.90659,329.83,1.04,1.02,2023/07/30,659,Aqua,MODIS,83,6.1NRT,298.6,23.46,D,
-3.26205,105.31787,319.36,1.08,1.04,2023/07/30,659,Aqua,MODIS,73,6.1NRT,298.9,10.7,D,
-3.26344,105.3083,321.71,1.08,1.04,2023/07/30,659,Aqua,MODIS,76,6.1NRT,299.88,13.04,D,
-3.27984,105.32885,305.65,1.77,1.3,2023/07/31,1444,Terra,MODIS,65,6.1NRT,289.14,14.52,N,
-3.28201,105.31328,302.22,1.77,1.3,2023/07/31,1444,Terra,MODIS,39,6.1NRT,289.72,10.19,N,
-4.2261,104.75517,305.07,2.03,1.39,2023/07/31,1444,Terra,MODIS,63,6.1NRT,292.37,14.38,N,
-4.22849,104.73727,304.06,2.04,1.39,2023/07/31,1444,Terra,MODIS,58,6.1NRT,292.3,12.72,N,
-3.29027,105.32083,313.18,1.77,1.3,2023/07/31,1444,Terra,MODIS,85,6.1NRT,290.05,25.48,N,
-3.29139,105.33043,303.29,1.77,1.3,2023/07/31,1444,Terra,MODIS,30,6.1NRT,290.22,11.38,N,
-3.27865,105.30974,317.66,1.06,1.03,2023/08/01,306,Terra,MODIS,71,6.1NRT,293.92,10.79,D,
-3.27999,105.31908,315.71,1.06,1.03,2023/08/01,306,Terra,MODIS,68,6.1NRT,294.58,9.09,D,
-2.77696,105.69341,316.82,1.06,1.03,2023/08/01,644,Aqua,MODIS,50,6.1NRT,300.53,8.88,D,
-4.20263,104.83858,312.57,1.25,1.11,2023/08/03,249,Terra,MODIS,50,6.1NRT,293.93,7.77,D,
-3.35174,105.4453,316.05,1.74,1.29,2023/08/04,712,Aqua,MODIS,65,6.1NRT,296.32,14.93,D,
-3.38627,105.44176,327.55,1.73,1.29,2023/08/04,712,Aqua,MODIS,80,6.1NRT,296.42,41.25,D,
-3.59451,105.50491,313.85,1.05,1.02,2023/08/06,657,Aqua,MODIS,57,6.1NRT,298.88,5.94,D,
-3.22253,105.05415,312.47,2.91,1.63,2023/08/09,724,Aqua,MODIS,46,6.1NRT,293.8,27.2,D,
-3.21541,105.07791,311.35,1.82,1.32,2023/08/11,321,Terra,MODIS,57,6.1NRT,291.28,13.38,D,
-3.22249,105.0705,310.43,1.82,1.32,2023/08/11,321,Terra,MODIS,28,6.1NRT,291.42,11.17,D,
-3.17874,104.94257,317.81,1.01,1,2023/08/13,654,Aqua,MODIS,74,6.1NRT,287.33,11.14,D,
-3.18004,104.93366,327.36,1,1,2023/08/13,654,Aqua,MODIS,83,6.1NRT,286.65,21.34,D,
-3.8428,105.92841,305.53,1.95,1.36,2023/08/13,1524,Terra,MODIS,65,6.1NRT,293.8,12.71,N,
-4.22825,104.74837,310.49,1,1,2023/08/15,1507,Terra,MODIS,77,6.1NRT,290.84,9.25,N,
-3.50153,105.75831,310.87,2.14,1.42,2023/08/17,627,Aqua,MODIS,58,6.1NRT,293.57,14.22,D,
-3.26148,105.31087,323.79,1.45,1.19,2023/08/18,709,Aqua,MODIS,76,6.1NRT,293.69,23.19,D,
-4.15617,104.71958,313.34,1.15,1.07,2023/08/20,1514,Terra,MODIS,87,6.1NRT,293.18,12.19,N,
-3.54783,105.22688,314.28,1.71,1.28,2023/08/22,238,Terra,MODIS,35,6.1NRT,297.33,12.17,D,
-3.89928,105.88334,314.15,1.25,1.11,2023/08/22,640,Aqua,MODIS,51,6.1NRT,296.43,8.74,D,
-3.28955,104.92016,304.66,1.06,1.03,2023/08/22,1459,Terra,MODIS,58,6.1NRT,292.79,5.55,N,
-3.96439,105.68924,313.39,1,1,2023/08/27,652,Aqua,MODIS,55,6.1NRT,296.96,5.66,D,
-3.96567,105.68037,322.96,1,1,2023/08/27,652,Aqua,MODIS,75,6.1NRT,297.31,14.2,D,
-3.26698,104.95534,300.63,1.01,1,2023/08/27,1507,Terra,MODIS,31,6.1NRT,288.31,3.31,N,
-3.3836,105.39878,318.35,4.57,1.96,2023/08/28,733,Aqua,MODIS,72,6.1NRT,291.55,98.63,D,
-3.38317,105.40308,319.44,4.57,1.96,2023/08/28,733,Aqua,MODIS,73,6.1NRT,291.55,108.46,D,
-3.28495,104.92966,317.18,1.38,1.16,2023/08/29,1450,Terra,MODIS,95,6.1NRT,284.48,25.2,N,
-3.18039,104.94578,311.22,1.37,1.16,2023/08/29,1450,Terra,MODIS,82,6.1NRT,291.7,13.79,N,
-3.1821,104.95264,305.67,1.37,1.16,2023/08/29,1450,Terra,MODIS,65,6.1NRT,292.19,8.28,N,
-3.18381,104.94056,302.63,1.37,1.16,2023/08/29,1450,Terra,MODIS,50,6.1NRT,291.44,5.5,N,
-2.88262,105.65825,311.92,1.37,1.16,2023/08/30,313,Terra,MODIS,55,6.1NRT,293.73,10.71,D,
-3.37031,105.40921,316.75,2.34,1.48,2023/08/30,718,Aqua,MODIS,30,6.1NRT,297.3,22.39,D,
-3.26921,104.95367,319.98,2.16,1.43,2023/08/30,718,Aqua,MODIS,68,6.1NRT,296.59,30.28,D,
-4.17905,104.9207,306.06,2.26,1.46,2023/08/30,1529,Terra,MODIS,67,6.1NRT,282.39,22.49,N,
-4.18216,104.90074,300.67,2.25,1.45,2023/08/30,1529,Terra,MODIS,11,6.1NRT,284.52,12.32,N,
-4.18094,104.91527,309.83,2.26,1.46,2023/08/30,1529,Terra,MODIS,78,6.1NRT,282.82,32.63,N,
-3.53905,104.90504,303.41,2.31,1.47,2023/08/30,1529,Terra,MODIS,55,6.1NRT,293.03,13.94,N,
-3.44604,104.83698,304.37,2.29,1.47,2023/08/30,1529,Terra,MODIS,60,6.1NRT,292.91,17.69,N,
-3.34859,105.04136,325.34,2.94,1.63,2023/08/31,625,Aqua,MODIS,81,6.1NRT,296.72,78.58,D,
-3.33405,105.0393,318.68,2.94,1.63,2023/08/31,625,Aqua,MODIS,75,6.1NRT,296.04,47.86,D,
-3.34754,105.03657,322.98,2.94,1.63,2023/08/31,625,Aqua,MODIS,77,6.1NRT,296.4,65.1,D,
-3.21485,105.01096,312.82,2.94,1.63,2023/08/31,625,Aqua,MODIS,54,6.1NRT,288.51,32.78,D,
-3.18199,104.92626,312.32,2.99,1.64,2023/08/31,625,Aqua,MODIS,53,6.1NRT,286.71,34.22,D,
-3.17769,104.94779,321.31,2.97,1.64,2023/08/31,625,Aqua,MODIS,78,6.1NRT,285.64,68.87,D,
-3.18148,104.92155,313.5,2.99,1.64,2023/08/31,625,Aqua,MODIS,31,6.1NRT,287.03,35.41,D,
-3.34666,105.03052,311.13,2.83,1.61,2023/08/31,1433,Terra,MODIS,82,6.1NRT,292.72,43.66,N,
-3.34529,105.04937,309.63,1.04,1.02,2023/08/31,1847,Aqua,MODIS,76,6.1NRT,294.5,8.31,N,
-3.34391,105.04014,305.99,1.04,1.02,2023/08/31,1847,Aqua,MODIS,31,6.1NRT,294.03,5.79,N,
-3.33482,105.04147,348.74,1.04,1.02,2023/08/31,1847,Aqua,MODIS,100,6.1NRT,299.66,61.66,N,
-3.33343,105.03223,308.93,1.04,1.02,2023/08/31,1847,Aqua,MODIS,20,6.1NRT,293.98,7.4,N,
-3.20987,105.06641,308.64,1.04,1.02,2023/08/31,1847,Aqua,MODIS,75,6.1NRT,294.63,8.18,N,
-3.30379,105.02959,316.99,1.04,1.02,2023/09/01,256,Terra,MODIS,36,6.1NRT,300.28,7.83,D,
